region,trust,date,type1_attendances,admissions
North Of England Commissioning Region,Parkfield (H) Minor Emergency,2018-03,0,0
North Of England Commissioning Region,Pennine Acute Hospitals NHS Trust,2018-03,22409,7768
North Of England Commissioning Region,Pennine Care NHS Foundation Trust,2018-03,0,0
North Of England Commissioning Region,Rossendale Minor Injuries Unit,2018-03,0,0
North Of England Commissioning Region,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2018-03,7890,3573
North Of England Commissioning Region,Salford Royal NHS Foundation Trust,2018-03,8567,3252
North Of England Commissioning Region,Shakespeare Walk-In Centre,2018-03,0,0
North Of England Commissioning Region,Sheffield Children's NHS Foundation Trust,2018-03,4791,1047
North Of England Commissioning Region,Sheffield Teaching Hospitals NHS Foundation Trust,2018-03,9314,5692
North Of England Commissioning Region,Skelmersdale Walk In Centre,2018-03,0,0
North Of England Commissioning Region,South Tees Hospitals NHS Foundation Trust,2018-03,10501,5041
North Of England Commissioning Region,South Tyneside NHS Foundation Trust,2018-03,5255,1198
North Of England Commissioning Region,South West Yorkshire Partnership NHS Foundation Trust,2018-03,0,147
North Of England Commissioning Region,Southport And Ormskirk Hospital NHS Trust,2018-03,6778,1941
North Of England Commissioning Region,St Helens And Knowsley Hospital Services NHS Trust,2018-03,9864,4754
North Of England Commissioning Region,Stockport NHS Foundation Trust,2018-03,7342,3511
North Of England Commissioning Region,Tameside And Glossop Integrated Care NHS Foundation Trust,2018-03,7303,2236
North Of England Commissioning Region,The Christie NHS Foundation Trust,2018-03,0,526
North Of England Commissioning Region,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2018-03,9785,4804
North Of England Commissioning Region,The Rotherham NHS Foundation Trust,2018-03,8220,2072
North Of England Commissioning Region,The Walton Centre NHS Foundation Trust,2018-03,0,169
North Of England Commissioning Region,The Wilberforce Health Centre,2018-03,0,0
North Of England Commissioning Region,University Hospitals Of Morecambe Bay NHS Foundation Trust,2018-03,7594,3361
North Of England Commissioning Region,Warrington And Halton Hospitals NHS Foundation Trust,2018-03,6526,2539
North Of England Commissioning Region,Wirral Community NHS Foundation Trust,2018-03,0,0
North Of England Commissioning Region,Wirral University Teaching Hospital NHS Foundation Trust,2018-03,7513,4282
North Of England Commissioning Region,Withernsea Hospital,2018-03,0,0
North Of England Commissioning Region,Workington Health Limited,2018-03,0,0
North Of England Commissioning Region,"Wrightington, Wigan And Leigh NHS Foundation Trust",2018-03,6882,2873
North Of England Commissioning Region,York Teaching Hospital NHS Foundation Trust,2018-03,9291,5337
South Of England Commissioning Region,Ashford And St Peter's Hospitals NHS Foundation Trust,2018-03,8443,2410
South Of England Commissioning Region,Ashford Walk-In-Centre,2018-03,0,0
South Of England Commissioning Region,Assura Reading Llp,2018-03,0,0
South Of England Commissioning Region,Berkshire Healthcare NHS Foundation Trust,2018-03,0,0
South Of England Commissioning Region,Bracknell Urgent Care Centre Wic,2018-03,0,0
South Of England Commissioning Region,Brighton And Sussex University Hospitals NHS Trust,2018-03,13069,3893
South Of England Commissioning Region,Brighton Station Health Centre,2018-03,0,0
South Of England Commissioning Region,Bristol Community Health,2018-03,0,0
South Of England Commissioning Region,Buckinghamshire Healthcare NHS Trust,2018-03,6796,4484
South Of England Commissioning Region,Clevedon Hospital,2018-03,0,0
South Of England Commissioning Region,Cornwall Partnership NHS Foundation Trust,2018-03,0,31
South Of England Commissioning Region,Dartford And Gravesham NHS Trust,2018-03,9220,2939
South Of England Commissioning Region,Dorset County Hospital NHS Foundation Trust,2018-03,3916,1729
South Of England Commissioning Region,Dorset Healthcare University NHS Foundation Trust,2018-03,0,30
South Of England Commissioning Region,East Berks Primary Care Ooh(Wam),2018-03,0,0
South Of England Commissioning Region,East Kent Hospitals University NHS Foundation Trust,2018-03,14381,6481
South Of England Commissioning Region,East Sussex Healthcare NHS Trust,2018-03,10279,4178
South Of England Commissioning Region,Eastbourne Station Health Centre,2018-03,0,0
South Of England Commissioning Region,Exmouth Minor Injury Unit,2018-03,0,0
South Of England Commissioning Region,First Community Health And Care Cic,2018-03,0,0
South Of England Commissioning Region,Frimley Health NHS Foundation Trust,2018-03,20180,7826
South Of England Commissioning Region,Gloucestershire Care Services NHS Trust,2018-03,0,64
South Of England Commissioning Region,Gloucestershire Hospitals NHS Foundation Trust,2018-03,12149,4828
South Of England Commissioning Region,Great Western Hospitals NHS Foundation Trust,2018-03,6333,3850
South Of England Commissioning Region,Hampshire Hospitals NHS Foundation Trust,2018-03,9498,3868
South Of England Commissioning Region,Haslemere Minor Injuries Unit,2018-03,0,0
South Of England Commissioning Region,Hastings Med P & Walkin,2018-03,0,0
South Of England Commissioning Region,Isle Of Wight NHS Trust,2018-03,3859,1053
South Of England Commissioning Region,Kent Community Health NHS Foundation Trust,2018-03,0,0
South Of England Commissioning Region,Maidstone And Tunbridge Wells NHS Trust,2018-03,12790,4666
South Of England Commissioning Region,Medway NHS Foundation Trust,2018-03,7885,3350
South Of England Commissioning Region,North Bristol NHS Trust,2018-03,7213,4348
South Of England Commissioning Region,Northern Devon Healthcare NHS Trust,2018-03,3362,1836
South Of England Commissioning Region,Okehampton Medical Centre,2018-03,0,0
South Of England Commissioning Region,Oxford Health NHS Foundation Trust,2018-03,0,0
South Of England Commissioning Region,Oxford University Hospitals NHS Foundation Trust,2018-03,11323,6664
South Of England Commissioning Region,Paulton Memorial Hospital,2018-03,0,0
South Of England Commissioning Region,Plymouth Hospitals NHS Trust,2018-03,8302,5131
South Of England Commissioning Region,Poole Hospital NHS Foundation Trust,2018-03,5637,3450
South Of England Commissioning Region,Portsmouth Hospitals NHS Trust,2018-03,9743,4841
South Of England Commissioning Region,Queen Victoria Hospital NHS Foundation Trust,2018-03,0,378
South Of England Commissioning Region,Royal Berkshire NHS Foundation Trust,2018-03,9119,3643
South Of England Commissioning Region,Royal Cornwall Hospitals NHS Trust,2018-03,5841,3767
South Of England Commissioning Region,Royal Devon And Exeter NHS Foundation Trust,2018-03,8382,3465
South Of England Commissioning Region,Royal Surrey County Hospital NHS Foundation Trust,2018-03,6030,2904
South Of England Commissioning Region,Royal United Hospitals Bath NHS Foundation Trust,2018-03,6039,3499
South Of England Commissioning Region,Salisbury NHS Foundation Trust,2018-03,3675,1954
South Of England Commissioning Region,Salisbury Walk-In Hc,2018-03,0,0
South Of England Commissioning Region,Somerset Partnership NHS Foundation Trust,2018-03,0,41
South Of England Commissioning Region,South Western Ambulance Service NHS Foundation Trust,2018-03,0,0
South Of England Commissioning Region,Southampton NHS Treatment Centre,2018-03,0,0
South Of England Commissioning Region,Southern Health NHS Foundation Trust,2018-03,0,209
South Of England Commissioning Region,St Mary's NHS Treatment Centre,2018-03,0,0
South Of England Commissioning Region,Surrey And Sussex Healthcare NHS Trust,2018-03,8327,3183
South Of England Commissioning Region,Sussex Community NHS Foundation Trust,2018-03,0,5
South Of England Commissioning Region,Taunton And Somerset NHS Foundation Trust,2018-03,5929,3508
South Of England Commissioning Region,Tetbury Hospital Trust Ltd,2018-03,0,0
South Of England Commissioning Region,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,2018-03,6872,3239
South Of England Commissioning Region,Torbay And South Devon NHS Foundation Trust,2018-03,6009,3175
South Of England Commissioning Region,University Hospital Southampton NHS Foundation Trust,2018-03,8603,5254
South Of England Commissioning Region,University Hospitals Bristol NHS Foundation Trust,2018-03,9501,3906
South Of England Commissioning Region,Walk In Centre,2018-03,0,0
South Of England Commissioning Region,Western Sussex Hospitals NHS Foundation Trust,2018-03,11811,5196
South Of England Commissioning Region,Weston Area Health NHS Trust,2018-03,3837,1099
South Of England Commissioning Region,Whitstable Medical Practice,2018-03,0,0
South Of England Commissioning Region,Woking Walk In Centre,2018-03,0,0
South Of England Commissioning Region,Yate West Gate Centre,2018-03,0,0
South Of England Commissioning Region,Yeovil District Hospital NHS Foundation Trust,2018-03,4537,1716
NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2018-04,20369,5009
NHS England London,Barts Health NHS Trust,2018-04,26727,9211
NHS England London,Beckenham Beacon Ucc,2018-04,0,0
NHS England London,Belmont Health Centre,2018-04,0,0
NHS England London,Central London Community Healthcare NHS Trust,2018-04,0,0
NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2018-04,17309,3809
NHS England London,Croydon Health Services NHS Trust,2018-04,6607,2097
NHS England London,Edmonton GP Walk In Centre,2018-04,0,0
NHS England London,Epsom And St Helier University Hospitals NHS Trust,2018-04,12017,3389
NHS England London,Guy's And St Thomas' NHS Foundation Trust,2018-04,12877,3926
NHS England London,Harold Wood Wic,2018-04,0,0
NHS England London,Homerton University Hospital NHS Foundation Trust,2018-04,10520,1807
NHS England London,Hounslow And Richmond Community Healthcare NHS Trust,2018-04,0,0
NHS England London,Imperial College Healthcare NHS Trust,2018-04,9645,4124
NHS England London,King's College Hospital NHS Foundation Trust,2018-04,15414,4564
NHS England London,Kings Park Surgery,2018-04,0,0
NHS England London,Kingston Hospital NHS Foundation Trust,2018-04,8854,2722
NHS England London,Lewisham And Greenwich NHS Trust,2018-04,12477,4741
NHS England London,London North West University Healthcare NHS Trust,2018-04,11537,6352
NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2018-04,0,210
NHS England London,North East London NHS Foundation Trust,2018-04,0,0
NHS England London,North Middlesex University Hospital NHS Trust,2018-04,8138,2729
NHS England London,Royal Brompton & Harefield NHS Foundation Trust,2018-04,0,291
NHS England London,Royal Free London NHS Foundation Trust,2018-04,18962,4643
NHS England London,Royal National Orthopaedic Hospital NHS Trust,2018-04,0,14
NHS England London,St Andrews Walk-In Centre,2018-04,0,0
NHS England London,St George's University Hospitals NHS Foundation Trust,2018-04,12626,4503
NHS England London,The Barkantine Practice,2018-04,0,0
NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2018-04,5287,1991
NHS England London,The Junction Hc - Unregistered Patients,2018-04,0,0
NHS England London,The Pinn Unregistered Wic,2018-04,0,0
NHS England London,The Ridgeway Surgery,2018-04,0,0
NHS England London,The Wembley Practice,2018-04,0,0
NHS England London,University College London Hospitals NHS Foundation Trust,2018-04,11202,2628
NHS England London,Urgent Care Centre (Qms),2018-04,0,0
NHS England London,Whittington Health NHS Trust,2018-04,8646,1496
NHS England Midlands And East ,Assura Vertis Urgent Care Centres (Birmingham),2018-04,0,0
NHS England Midlands And East ,Badger Ltd,2018-04,0,0
NHS England Midlands And East ,Basildon And Thurrock University Hospitals NHS Foundation Trust,2018-04,12239,3306
NHS England Midlands And East ,Bedford Hospital NHS Trust,2018-04,6419,2221
NHS England Midlands And East ,Birmingham Wic,2018-04,0,0
NHS England Midlands And East ,Birmingham Women's And Children's NHS Foundation Trust,2018-04,4607,1142
NHS England Midlands And East ,Burton Hospitals NHS Foundation Trust,2018-04,5453,2418
NHS England Midlands And East ,Cambridge University Hospitals NHS Foundation Trust,2018-04,9315,3547
NHS England Midlands And East ,Chesterfield Royal Hospital NHS Foundation Trust,2018-04,5433,2809
NHS England Midlands And East ,Clacton Hospital,2018-04,0,0
NHS England Midlands And East ,Colchester Hospital University NHS Foundation Trust,2018-04,7942,3316
NHS England Midlands And East ,Corby Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Coventry And Warwickshire Partnership NHS Trust,2018-04,0,65
NHS England Midlands And East ,Derby Teaching Hospitals NHS Foundation Trust,2018-04,10905,4673
NHS England Midlands And East ,Derbyshire Community Health Services NHS Foundation Trust,2018-04,0,0
NHS England Midlands And East ,Dhu Health Care C.I.C,2018-04,0,0
NHS England Midlands And East ,East And North Hertfordshire NHS Trust,2018-04,8900,3655
NHS England Midlands And East ,Erdington GP Health & Wellbeing Wic,2018-04,0,0
NHS England Midlands And East ,Fryatt Hospital,2018-04,0,0
NHS England Midlands And East ,George Eliot Hospital NHS Trust,2018-04,6857,1115
NHS England Midlands And East ,Haverstock Healthcare (Cheshunt Community Hospital),2018-04,0,0
NHS England Midlands And East ,Heart Of England NHS Foundation Trust,2018-04,19105,9905
NHS England Midlands And East ,Hertfordshire Community NHS Trust,2018-04,0,0
NHS England Midlands And East ,Ipswich Hospital NHS Trust,2018-04,6901,2794
NHS England Midlands And East ,James Paget University Hospitals NHS Foundation Trust,2018-04,5362,1861
NHS England Midlands And East ,Kettering General Hospital NHS Foundation Trust,2018-04,7222,3001
NHS England Midlands And East ,Latham House Medical Practice,2018-04,0,0
NHS England Midlands And East ,Lincolnshire Community Health Services NHS Trust,2018-04,0,5
NHS England Midlands And East ,Loughborough Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Luton And Dunstable University Hospital NHS Foundation Trust,2018-04,8148,3858
NHS England Midlands And East ,Market Harborough Med.Ctr,2018-04,0,0
NHS England Midlands And East ,Market Harborough Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Melton Mowbray Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Mid Essex Hospital Services NHS Trust,2018-04,8280,2903
NHS England Midlands And East ,Milton Keynes University Hospital NHS Foundation Trust,2018-04,7244,2653
NHS England Midlands And East ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2018-04,8668,4731
NHS England Midlands And East ,North West Anglia NHS Foundation Trust,2018-04,11573,4482
NHS England Midlands And East ,Northampton General Hospital NHS Trust,2018-04,7991,3493
NHS England Midlands And East ,Nottingham Citycare Partnership,2018-04,0,0
NHS England Midlands And East ,Nottingham University Hospitals NHS Trust,2018-04,11825,6708
NHS England Midlands And East ,Oadby & Wigston Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Oakham Medical Practice,2018-04,0,0
NHS England Midlands And East ,Oakham Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,Putnoe Medical Centre Walk In Centre,2018-04,0,0
NHS England Midlands And East ,Sandwell And West Birmingham Hospitals NHS Trust,2018-04,12994,3774
NHS England Midlands And East ,Sherwood Forest Hospitals NHS Foundation Trust,2018-04,8188,2952
NHS England Midlands And East ,Shrewsbury And Telford Hospital NHS Trust,2018-04,8704,4481
NHS England Midlands And East ,Shropshire Community Health NHS Trust,2018-04,0,23
NHS England Midlands And East ,Sleaford Medical Group,2018-04,0,0
NHS England Midlands And East ,South Birmingham GP Walk In Centre,2018-04,0,0
NHS England Midlands And East ,South Warwickshire NHS Foundation Trust,2018-04,5463,1961
NHS England Midlands And East ,Southend University Hospital NHS Foundation Trust,2018-04,7003,3531
NHS England Midlands And East ,Summerfield GP Surg & Urgent Care Centre,2018-04,0,0
NHS England Midlands And East ,The Dudley Group NHS Foundation Trust,2018-04,8259,2754
NHS England Midlands And East ,The Princess Alexandra Hospital NHS Trust,2018-04,8193,2322
NHS England Midlands And East ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2018-04,5351,2864
NHS England Midlands And East ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2018-04,0,17
NHS England Midlands And East ,The Royal Wolverhampton NHS Trust,2018-04,10709,3478
NHS England Midlands And East ,United Lincolnshire Hospitals NHS Trust,2018-04,12165,4588
NHS England Midlands And East ,University Hospitals Birmingham NHS Foundation Trust,2018-04,9831,5167
NHS England Midlands And East ,University Hospitals Coventry And Warwickshire NHS Trust,2018-04,11581,4517
NHS England Midlands And East ,University Hospitals Of Leicester NHS Trust,2018-04,17840,8231
NHS England Midlands And East ,University Hospitals Of North Midlands NHS Trust,2018-04,14076,7527
NHS England Midlands And East ,Walsall Healthcare NHS Trust,2018-04,6193,2582
NHS England Midlands And East ,Walsall Urgent Care Centre (Community Site),2018-04,0,5
NHS England Midlands And East ,West Hertfordshire Hospitals NHS Trust,2018-04,7787,3296
NHS England Midlands And East ,West Suffolk NHS Foundation Trust,2018-04,5596,2860
NHS England Midlands And East ,Worcestershire Acute Hospitals NHS Trust,2018-04,10121,3738
NHS England Midlands And East ,Wye Valley NHS Trust,2018-04,4802,1512
NHS England North ,Aintree University Hospital NHS Foundation Trust,2018-04,7240,4051
NHS England North ,Airedale NHS Foundation Trust,2018-04,4681,1914
NHS England North ,Alder Hey Children's NHS Foundation Trust,2018-04,4938,1325
NHS England North ,Alfred Bean Hospital,2018-04,0,0
NHS England North ,Barnsley Hospital NHS Foundation Trust,2018-04,7656,2647
NHS England North ,Blackpool Teaching Hospitals NHS Foundation Trust,2018-04,6192,3240
NHS England North ,Bolton NHS Foundation Trust,2018-04,8813,3038
NHS England North ,Bradford Teaching Hospitals NHS Foundation Trust,2018-04,9992,4807
NHS England North ,Bransholme Health Centre,2018-04,0,0
NHS England North ,Bridgewater Community Healthcare NHS Foundation Trust,2018-04,0,0
NHS England North ,Bridlington Hospital,2018-04,0,0
NHS England North ,Calderdale And Huddersfield NHS Foundation Trust,2018-04,11892,4317
NHS England North ,City Hospitals Sunderland NHS Foundation Trust,2018-04,8135,3619
NHS England North ,Countess Of Chester Hospital NHS Foundation Trust,2018-04,6015,2446
NHS England North ,County Durham And Darlington NHS Foundation Trust,2018-04,10773,5207
NHS England North ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2018-04,11352,4879
NHS England North ,Dr Local Care Direct Ooh,2018-04,0,0
NHS England North ,Dr Local Care Direct Ooh,2018-04,0,0
NHS England North ,East Cheshire NHS Trust,2018-04,3820,1265
NHS England North ,East Lancashire Hospitals NHS Trust,2018-04,8691,4544
NHS England North ,East Riding Community Hospital,2018-04,0,0
NHS England North ,Gateshead Health NHS Foundation Trust,2018-04,7567,1934
NHS England North ,Goole & District Hospital,2018-04,0,0
NHS England North ,Harrogate And District NHS Foundation Trust,2018-04,4150,1242
NHS England North ,Hornsea Cottage Hospital,2018-04,0,0
NHS England North ,Hull And East Yorkshire Hospitals NHS Trust,2018-04,11154,4437
NHS England North ,Humber Teaching NHS Foundation Trust,2018-04,0,0
NHS England North ,Lancashire Teaching Hospitals NHS Foundation Trust,2018-04,5981,3982
NHS England North ,Leeds Teaching Hospitals NHS Trust,2018-04,16021,6418
NHS England North ,Liverpool Community Health NHS Trust,2018-04,0,0
NHS England North ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2018-04,0,303
NHS England North ,Liverpool Women's NHS Foundation Trust,2018-04,0,135
NHS England North ,Manchester University NHS Foundation Trust,2018-04,20433,7604
NHS England North ,Mersey Care NHS Foundation Trust,2018-04,0,200
NHS England North ,Mid Cheshire Hospitals NHS Foundation Trust,2018-04,5286,2975
NHS England North ,Mid Yorkshire Hospitals NHS Trust,2018-04,17349,5002
NHS England North ,Miriam Minor Emergency,2018-04,0,0
NHS England North ,Moreton Health Minor Injury,2018-04,0,0
NHS England North ,North Cumbria University Hospitals NHS Trust,2018-04,7700,2939
NHS England North ,North Tees And Hartlepool NHS Foundation Trust,2018-04,3693,4297
NHS England North ,North West Boroughs Healthcare NHS Foundation Trust,2018-04,0,0
NHS England North ,Northern Doctors Urgent Care,2018-04,0,0
NHS England North ,Northern Lincolnshire And Goole NHS Foundation Trust,2018-04,11418,3270
NHS England North ,Northumbria Healthcare NHS Foundation Trust,2018-04,8322,4665
NHS England North ,Park Community Practice,2018-04,0,0
NHS England North ,Parkfield (H) Minor Emergency,2018-04,0,0
NHS England North ,Pennine Acute Hospitals NHS Trust,2018-04,21486,8082
NHS England North ,Pennine Care NHS Foundation Trust,2018-04,0,0
NHS England North ,Rossendale Minor Injuries Unit,2018-04,0,0
NHS England North ,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2018-04,7638,3510
NHS England North ,Salford Royal NHS Foundation Trust,2018-04,8069,3067
NHS England North ,Sheffield Children's NHS Foundation Trust,2018-04,4428,947
NHS England North ,Sheffield Teaching Hospitals NHS Foundation Trust,2018-04,8847,5651
NHS England North ,Skelmersdale Walk In Centre,2018-04,0,0
NHS England North ,South Tees Hospitals NHS Foundation Trust,2018-04,10787,4692
NHS England North ,South Tyneside NHS Foundation Trust,2018-04,5357,1224
NHS England North ,South West Yorkshire Partnership NHS Foundation Trust,2018-04,0,111
NHS England North ,Southport And Ormskirk Hospital NHS Trust,2018-04,6556,1842
NHS England North ,St Helens And Knowsley Hospital Services NHS Trust,2018-04,9118,4406
NHS England North ,Stockport NHS Foundation Trust,2018-04,6906,3376
NHS England North ,Tameside And Glossop Integrated Care NHS Foundation Trust,2018-04,6896,2149
NHS England North ,The Christie NHS Foundation Trust,2018-04,0,488
NHS England North ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2018-04,9633,4849
NHS England North ,The Rotherham NHS Foundation Trust,2018-04,8194,1874
NHS England North ,The Walton Centre NHS Foundation Trust,2018-04,0,182
NHS England North ,The Wilberforce Health Centre,2018-04,0,0
NHS England North ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2018-04,7472,3122
NHS England North ,Warrington And Halton Hospitals NHS Foundation Trust,2018-04,6310,2606
NHS England North ,Wirral Community NHS Foundation Trust,2018-04,0,0
NHS England North ,Wirral University Teaching Hospital NHS Foundation Trust,2018-04,7279,4172
NHS England North ,Withernsea Hospital,2018-04,0,0
NHS England North ,Workington Health Limited,2018-04,0,0
NHS England North ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2018-04,6839,2765
NHS England North ,York Teaching Hospital NHS Foundation Trust,2018-04,9253,5133
NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2018-04,8084,2148
NHS England South East ,Ashford Walk-In-Centre,2018-04,0,0
NHS England South East ,Assura Reading Llp,2018-04,0,0
NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2018-04,0,0
NHS England South East ,Bracknell Urgent Care Centre Wic,2018-04,0,0
NHS England South East ,Brighton And Sussex University Hospitals NHS Trust,2018-04,12736,3764
NHS England South East ,Brighton Station Health Centre,2018-04,0,0
NHS England South East ,Buckinghamshire Healthcare NHS Trust,2018-04,6523,4369
NHS England South East ,Dartford And Gravesham NHS Trust,2018-04,8874,2978
NHS England South East ,East Berks Primary Care Ooh(Wam),2018-04,0,0
NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2018-04,13692,5971
NHS England South East ,East Sussex Healthcare NHS Trust,2018-04,9845,3798
NHS England South East ,Eastbourne Station Health Centre,2018-04,0,0
NHS England South East ,First Community Health And Care Cic,2018-04,0,0
NHS England South East ,Frimley Health NHS Foundation Trust,2018-04,19437,7459
NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2018-04,8887,3544
NHS England South East ,Haslemere Minor Injuries Unit,2018-04,0,0
NHS England South East ,Hastings Med P & Walkin,2018-04,0,0
NHS England South East ,Isle Of Wight NHS Trust,2018-04,3732,971
NHS England South East ,Kent Community Health NHS Foundation Trust,2018-04,0,0
NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2018-04,12049,4261
NHS England South East ,Medway NHS Foundation Trust,2018-04,7796,3198
NHS England South East ,Oxford Health NHS Foundation Trust,2018-04,0,0
NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2018-04,10416,6328
NHS England South East ,Portsmouth Hospitals NHS Trust,2018-04,9267,4736
NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2018-04,0,442
NHS England South East ,Royal Berkshire NHS Foundation Trust,2018-04,8870,3355
NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,2018-04,5926,2601
NHS England South East ,Southampton NHS Treatment Centre,2018-04,0,0
NHS England South East ,Southern Health NHS Foundation Trust,2018-04,0,194
NHS England South East ,St Mary's NHS Treatment Centre,2018-04,0,0
NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2018-04,8320,2945
NHS England South East ,Sussex Community NHS Foundation Trust,2018-04,0,3
NHS England South East ,University Hospital Southampton NHS Foundation Trust,2018-04,8385,4785
NHS England South East ,Western Sussex Hospitals NHS Foundation Trust,2018-04,11773,4904
NHS England South East ,Whitstable Medical Practice,2018-04,0,0
NHS England South East ,Woking Walk In Centre,2018-04,0,0
NHS England South West ,Bristol Community Health,2018-04,0,0
NHS England South West ,Clevedon Hospital,2018-04,0,0
NHS England South West ,Cornwall Partnership NHS Foundation Trust,2018-04,0,33
NHS England South West ,Dorset County Hospital NHS Foundation Trust,2018-04,3695,1568
NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2018-04,0,23
NHS England South West ,Exmouth Minor Injury Unit,2018-04,0,0
NHS England South West ,Gloucestershire Care Services NHS Trust,2018-04,0,52
NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2018-04,11637,4547
NHS England South West ,Great Western Hospitals NHS Foundation Trust,2018-04,6536,3699
NHS England South West ,North Bristol NHS Trust,2018-04,7429,4195
NHS England South West ,Northern Devon Healthcare NHS Trust,2018-04,3814,1618
NHS England South West ,Paulton Memorial Hospital,2018-04,0,0
NHS England South West ,Poole Hospital NHS Foundation Trust,2018-04,5526,3071
NHS England South West ,Royal Cornwall Hospitals NHS Trust,2018-04,6014,3754
NHS England South West ,Royal Devon And Exeter NHS Foundation Trust,2018-04,7396,3331
NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2018-04,6176,3494
NHS England South West ,Salisbury NHS Foundation Trust,2018-04,3887,1866
NHS England South West ,Salisbury Walk-In Hc,2018-04,0,0
NHS England South West ,Somerset Partnership NHS Foundation Trust,2018-04,0,28
NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2018-04,0,0
NHS England South West ,Taunton And Somerset NHS Foundation Trust,2018-04,6150,3449
NHS England South West ,Tetbury Hospital Trust Ltd,2018-04,0,0
NHS England South West ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,2018-04,6513,3129
NHS England South West ,Torbay And South Devon NHS Foundation Trust,2018-04,6124,3129
NHS England South West ,University Hospitals Bristol NHS Foundation Trust,2018-04,9569,3832
NHS England South West ,University Hospitals Plymouth NHS Trust,2018-04,8266,5021
NHS England South West ,Walk In Centre,2018-04,0,0
NHS England South West ,Weston Area Health NHS Trust,2018-04,3825,1156
NHS England South West ,Wiltshire Health & Care,2018-04,0,0
NHS England South West ,Yate West Gate Centre,2018-04,0,0
NHS England South West ,Yeovil District Hospital NHS Foundation Trust,2018-04,4388,1597
NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2018-05,21582,5317
NHS England London,Barts Health NHS Trust,2018-05,28102,9997
NHS England London,Beckenham Beacon Ucc,2018-05,0,0
NHS England London,Belmont Health Centre,2018-05,0,0
NHS England London,Central London Community Healthcare NHS Trust,2018-05,0,0
NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2018-05,18745,4272
NHS England London,Croydon Health Services NHS Trust,2018-05,6742,2185
NHS England London,Edmonton GP Walk In Centre,2018-05,0,0
NHS England London,Epsom And St Helier University Hospitals NHS Trust,2018-05,13029,3569
NHS England London,Guy's And St Thomas' NHS Foundation Trust,2018-05,13813,4321
NHS England London,Harold Wood Wic,2018-05,0,0
NHS England London,Homerton University Hospital NHS Foundation Trust,2018-05,10988,1869
NHS England London,Hounslow And Richmond Community Healthcare NHS Trust,2018-05,0,0
NHS England London,Imperial College Healthcare NHS Trust,2018-05,10149,4515
NHS England London,King's College Hospital NHS Foundation Trust,2018-05,16701,4923
NHS England London,Kings Park Surgery,2018-05,0,0
NHS England London,Kingston Hospital NHS Foundation Trust,2018-05,9578,2865
NHS England London,Lewisham And Greenwich NHS Trust,2018-05,13259,4970
NHS England London,London North West University Healthcare NHS Trust,2018-05,12031,6755
NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2018-05,0,203
NHS England London,North East London NHS Foundation Trust,2018-05,0,0
NHS England London,North Middlesex University Hospital NHS Trust,2018-05,8486,2946
NHS England London,Royal Brompton & Harefield NHS Foundation Trust,2018-05,0,324
NHS England London,Royal Free London NHS Foundation Trust,2018-05,20604,5169
NHS England London,Royal National Orthopaedic Hospital NHS Trust,2018-05,0,25
NHS England London,St Andrews Walk-In Centre,2018-05,0,0
NHS England London,St George's University Hospitals NHS Foundation Trust,2018-05,13625,4813
